NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Tecolutla,PUENTE NACIONAL,2022,DICIEMBRE,97766,14107,5454,472,7,4983,3529,333,6033,1130,16,8,1678,0,135516,577,0,0
San Juan,PUENTE NACIONAL,2022,DICIEMBRE,53564,117,592,123,0,2972,1632,248,5050,820,45,95,6716,0,71974,1157,609,0
Tampico,PUENTE NACIONAL,2022,DICIEMBRE,302094,3175,9262,2894,0,7288,3638,250,1782,343,16,4,1179,0,331925,1224,0,0
Tlacotalpan,PUENTE NACIONAL,2022,DICIEMBRE,44818,4509,1380,22,0,1232,510,43,222,32,0,0,36,0,52804,466,0,0
Dovalí Jaime,PUENTE NACIONAL,2022,DICIEMBRE,253499,5366,8732,4316,16,23041,26256,4525,86180,14492,1301,551,45409,0,473684,1868,92,0
Dovalí Jaime Bis,PUENTE NACIONAL,2022,DICIEMBRE,16455,1540,183,3,0,727,219,45,788,152,6,0,11,0,20129,18,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,DICIEMBRE,3417,31,36,1,0,252,141,16,220,147,6,39,935,0,5241,17,0,0
Matamoros,PÚENTE INTERNACIONAL,2022,DICIEMBRE,101366,204,0,0,0,83,4,1,0,0,0,0,0,0,101658,189,0,143439
Camargo,PÚENTE INTERNACIONAL,2022,DICIEMBRE,35919,36,0,0,0,61,104,6,1493,4,12,2,1446,0,39083,341,0,2812
Miguel Alemán,PÚENTE INTERNACIONAL,2022,DICIEMBRE,56216,37,6,55,0,129,87,29,2785,16,0,0,0,0,59360,315,0,17538
Reynosa,PÚENTE INTERNACIONAL,2022,DICIEMBRE,153566,303,161,925,0,82,11,8,0,0,0,0,0,0,155056,806,0,166466
   Línea Express,PÚENTE INTERNACIONAL,2022,DICIEMBRE,66224,0,0,0,0,0,0,0,0,0,0,0,0,0,66224,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2022,DICIEMBRE,51165,67,0,0,0,92,130,12,713,513,12,5,1656,0,54365,133,63,111963
Ojinaga,PÚENTE INTERNACIONAL,2022,DICIEMBRE,55920,17,18,121,5,773,139,144,735,27,23,39,0,0,57961,1101,0,5500
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,DICIEMBRE,8712,43936,91,70,0,29,0,0,0,0,0,0,0,8787,61625,8,0,39713
Piedras Negras,PÚENTE INTERNACIONAL,2022,DICIEMBRE,97525,84,2,0,0,174,0,4,1,0,0,0,0,0,97790,186,0,54962
Acuña,PÚENTE INTERNACIONAL,2022,DICIEMBRE,132488,330,0,0,0,1630,717,157,3202,17,24,0,1,0,138566,936,1,7104
Laredo,PÚENTE INTERNACIONAL,2022,DICIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229513
   Línea Express,PÚENTE INTERNACIONAL,2022,DICIEMBRE,89396,0,0,0,0,0,0,0,0,0,0,0,0,0,89396,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,DICIEMBRE,248696,957,17,3120,0,426,19,66,1,0,0,0,0,0,253302,1887,0,0
Suchiate II,PÚENTE INTERNACIONAL,2022,DICIEMBRE,1781,0,148,4,0,1129,1050,151,11074,1858,37,1,67,0,17300,84,190,0
Chapalilla - Compostela ,CAMINO,2023,ENERO,137969,2531,8300,1840,0,6698,6080,612,7722,3218,96,2,1874,0,176942,867,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,ENERO,136476,668,4450,6302,0,12770,10367,3391,54052,10512,1761,164,23653,0,264566,2310,1,0
Culiacán,PUENTE NACIONAL,2023,ENERO,206521,2642,6233,473,21,6417,3595,418,6235,1185,1,2,549,0,234292,1829,0,0
Sinaloa,PUENTE NACIONAL,2023,ENERO,266591,1777,15544,4986,20,14461,12257,3343,62732,6552,1041,57,22009,0,411370,4175,2,0
Pánuco,PUENTE NACIONAL,2023,ENERO,143658,7751,8629,273,5,5105,2585,335,3515,2077,24,12,2043,0,176012,956,64,0
Alvarado,PUENTE NACIONAL,2023,ENERO,126985,9970,7356,564,3,4583,6139,229,2833,1221,14,1,494,0,160392,898,0,0
Papaloapan,PUENTE NACIONAL,2023,ENERO,51446,10976,3116,112,11,3950,4968,117,2589,613,7,8,971,0,78884,7750,562,0
Caracol,PUENTE NACIONAL,2023,ENERO,146488,22786,11083,312,0,7331,5196,518,5306,1190,67,80,10118,0,210475,2931,843,0
Nautla,PUENTE NACIONAL,2023,ENERO,70888,4272,4553,390,3,4440,3380,301,6241,1116,11,16,1705,0,97316,872,6,0
Grijalva,PUENTE NACIONAL,2023,ENERO,418762,19098,12138,2448,35,16418,10516,1553,20399,9814,458,88,15414,0,527141,3315,120,0
Usumacinta,PUENTE NACIONAL,2023,ENERO,94461,10581,4600,1182,5,5203,8642,896,15604,4749,484,63,12718,0,159188,1368,71,0
Cadereyta,PUENTE NACIONAL,2023,ENERO,132189,3199,278,28,0,7789,5352,1219,11152,4920,327,260,4587,0,171300,816,43,0
La Piedad,PUENTE NACIONAL,2023,ENERO,81053,1932,4283,994,2,7047,6376,577,8637,1668,22,10,232,0,112833,570,0,0
Tecolutla,PUENTE NACIONAL,2023,ENERO,90746,13673,5086,411,2,4742,3591,310,6257,1216,16,15,1610,0,127675,445,7,0
San Juan,PUENTE NACIONAL,2023,ENERO,52147,161,613,136,0,2916,1506,206,5248,776,68,93,7753,0,71623,1140,880,0
Tampico,PUENTE NACIONAL,2023,ENERO,275471,2986,8715,2602,2,6588,3438,267,1443,272,16,3,961,0,302764,892,0,0
Tlacotalpan,PUENTE NACIONAL,2023,ENERO,43496,4910,1357,10,0,1138,643,46,422,45,1,1,28,0,52097,661,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,ENERO,218106,5255,7938,3613,21,20074,24742,4182,80326,15664,1230,646,46189,0,427986,1652,110,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,ENERO,15466,1660,106,1,0,587,135,17,810,68,3,0,35,0,18888,16,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,ENERO,2231,29,8,0,0,129,121,10,120,74,1,115,1052,0,3890,6,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,ENERO,96009,231,0,0,0,78,1,5,0,0,0,0,1,0,96325,261,1,134243
Camargo,PÚENTE INTERNACIONAL,2023,ENERO,32602,49,0,0,0,51,113,2,1625,5,17,3,1551,0,36018,336,0,2680
Miguel Alemán,PÚENTE INTERNACIONAL,2023,ENERO,54688,48,3,58,1,128,60,30,2883,17,1,0,0,0,57917,305,0,17198
Reynosa,PÚENTE INTERNACIONAL,2023,ENERO,158525,239,113,848,2,98,12,7,0,0,0,0,0,0,159844,631,0,168159
   Línea Express,PÚENTE INTERNACIONAL,2023,ENERO,58226,0,0,0,0,0,0,0,0,0,0,0,0,0,58226,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,ENERO,48708,40,0,0,0,106,162,21,1033,493,10,9,1624,0,52206,159,141,118875
Ojinaga,PÚENTE INTERNACIONAL,2023,ENERO,58062,88,25,98,3,806,153,197,749,21,39,4,1,0,60246,1697,0,5447
